order,map_name,depth,group_path,layer_path,layer_name,long_name,is_group_layer,is_broken,visible,data_source,connection_info
287,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Instalaciones de Faenas\N°14D,Layout - RCA\Instalaciones de Faenas\N°14D\Área IIFF,Área IIFF,Layout - RCA\Instalaciones de Faenas\N°14D\Área IIFF,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
289,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Instalaciones de Faenas\N°15,Layout - RCA\Instalaciones de Faenas\N°15\Obras IIFF,Obras IIFF,Layout - RCA\Instalaciones de Faenas\N°15\Obras IIFF,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
290,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Instalaciones de Faenas\N°15,Layout - RCA\Instalaciones de Faenas\N°15\Área IIFF,Área IIFF,Layout - RCA\Instalaciones de Faenas\N°15\Área IIFF,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
292,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Instalaciones de Faenas\N°16,Layout - RCA\Instalaciones de Faenas\N°16\Obras IIFF,Obras IIFF,Layout - RCA\Instalaciones de Faenas\N°16\Obras IIFF,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
293,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Instalaciones de Faenas\N°16,Layout - RCA\Instalaciones de Faenas\N°16\Área IIFF,Área IIFF,Layout - RCA\Instalaciones de Faenas\N°16\Área IIFF,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
295,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Instalaciones de Faenas\N°17,Layout - RCA\Instalaciones de Faenas\N°17\Obras IIFF,Obras IIFF,Layout - RCA\Instalaciones de Faenas\N°17\Obras IIFF,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
296,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Instalaciones de Faenas\N°17,Layout - RCA\Instalaciones de Faenas\N°17\Área IIFF,Área IIFF,Layout - RCA\Instalaciones de Faenas\N°17\Área IIFF,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
298,MLP SIG PAO LAYOUT OFFLINE v4,2,Layout - RCA\Nuevo Sitio de disposición final de residuos no peligrosos (SDR-NP),Layout - RCA\Nuevo Sitio de disposición final de residuos no peligrosos (SDR-NP)\Camino de Acceso,Camino de Acceso,Layout - RCA\Nuevo Sitio de disposición final de residuos no peligrosos (SDR-NP)\Camino de Acceso,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
299,MLP SIG PAO LAYOUT OFFLINE v4,2,Layout - RCA\Nuevo Sitio de disposición final de residuos no peligrosos (SDR-NP),Layout - RCA\Nuevo Sitio de disposición final de residuos no peligrosos (SDR-NP)\Obras,Obras,Layout - RCA\Nuevo Sitio de disposición final de residuos no peligrosos (SDR-NP)\Obras,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
301,MLP SIG PAO LAYOUT OFFLINE v4,2,Layout - RCA\Patios de Acopio,Layout - RCA\Patios de Acopio\Accesos a Patios,Accesos a Patios,Layout - RCA\Patios de Acopio\Accesos a Patios,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
302,MLP SIG PAO LAYOUT OFFLINE v4,2,Layout - RCA\Patios de Acopio,Layout - RCA\Patios de Acopio\Patios de Acopio,Patios de Acopio,Layout - RCA\Patios de Acopio\Patios de Acopio,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
304,MLP SIG PAO LAYOUT OFFLINE v4,2,Layout - RCA\SRA-II,Layout - RCA\SRA-II\Conexiones de Drenaje,Conexiones de Drenaje,Layout - RCA\SRA-II\Conexiones de Drenaje,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
306,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\SRA-II\Accesos y Caminos,Layout - RCA\SRA-II\Accesos y Caminos\Accesos Puntuales,Accesos Puntuales,Layout - RCA\SRA-II\Accesos y Caminos\Accesos Puntuales,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
307,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\SRA-II\Accesos y Caminos,Layout - RCA\SRA-II\Accesos y Caminos\Accesos Lineales,Accesos Lineales,Layout - RCA\SRA-II\Accesos y Caminos\Accesos Lineales,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
308,MLP SIG PAO LAYOUT OFFLINE v4,2,Layout - RCA\SRA-II,Layout - RCA\SRA-II\Plataforma SRA-2,Plataforma SRA-2,Layout - RCA\SRA-II\Plataforma SRA-2,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
311,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\SRA-II\Instalaciones Permanentes\Tuberia SRA-2,Layout - RCA\SRA-II\Instalaciones Permanentes\Tuberia SRA-2\Kilometraje SRA-2,Kilometraje SRA-2,Layout - RCA\SRA-II\Instalaciones Permanentes\Tuberia SRA-2\Kilometraje SRA-2,False,False,False,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
312,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\SRA-II\Instalaciones Permanentes\Tuberia SRA-2,Layout - RCA\SRA-II\Instalaciones Permanentes\Tuberia SRA-2\Tubería SRA-2,Tubería SRA-2,Layout - RCA\SRA-II\Instalaciones Permanentes\Tuberia SRA-2\Tubería SRA-2,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
314,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\SRA-II\Instalaciones Permanentes\Instalaciones,Layout - RCA\SRA-II\Instalaciones Permanentes\Instalaciones\Obras Nuevas,Obras Nuevas,Layout - RCA\SRA-II\Instalaciones Permanentes\Instalaciones\Obras Nuevas,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
315,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\SRA-II\Instalaciones Permanentes\Instalaciones,Layout - RCA\SRA-II\Instalaciones Permanentes\Instalaciones\Instalaciones Existentes,Instalaciones Existentes,Layout - RCA\SRA-II\Instalaciones Permanentes\Instalaciones\Instalaciones Existentes,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
316,MLP SIG PAO LAYOUT OFFLINE v4,2,Layout - RCA\SRA-II,Layout - RCA\SRA-II\Obras Temporales,Obras Temporales,Layout - RCA\SRA-II\Obras Temporales,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
319,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Obras Tranque El Mauro\Obras Existentes,Layout - RCA\Obras Tranque El Mauro\Obras Existentes\Línea de Agua de Drenes - Etapa 1,Línea de Agua de Drenes - Etapa 1,Layout - RCA\Obras Tranque El Mauro\Obras Existentes\Línea de Agua de Drenes - Etapa 1,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
320,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Obras Tranque El Mauro\Obras Existentes,Layout - RCA\Obras Tranque El Mauro\Obras Existentes\Trazado INCO,Trazado INCO,Layout - RCA\Obras Tranque El Mauro\Obras Existentes\Trazado INCO,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
322,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Obras Canal de Contorno Norte II,Obras Canal de Contorno Norte II,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Obras Canal de Contorno Norte II,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
323,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Obras Canal de Contorno Sur,Obras Canal de Contorno Sur,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Obras Canal de Contorno Sur,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
325,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Línea Agua de Drenes,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Línea Agua de Drenes\Línea Agua de Drenes,Línea Agua de Drenes,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Línea Agua de Drenes\Línea Agua de Drenes,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
326,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Línea Agua de Drenes,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Línea Agua de Drenes\Camino Instalación de fanea ByPass,Camino Instalación de fanea ByPass,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Línea Agua de Drenes\Camino Instalación de fanea ByPass,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
327,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Plataforma Integrada,Plataforma Integrada,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Plataforma Integrada,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
329,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie\Caminos de acceso,Caminos de acceso,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie\Caminos de acceso,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
330,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie\Muro de Pie,Muro de Pie,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie\Muro de Pie,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
331,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie\Empréstito,Empréstito,Layout - RCA\Obras Tranque El Mauro\Obras Nuevas\Muro de Pie\Empréstito,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
334,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Accesos,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Accesos\Accesos puntual,Accesos puntual,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Accesos\Accesos puntual,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
335,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Accesos,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Accesos\Caminos de Acceso lineal,Caminos de Acceso lineal,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Accesos\Caminos de Acceso lineal,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
338,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EM1,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EM1\Postes,Postes,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EM1\Postes,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
339,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EM1,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EM1\Líneas Electricas,Líneas Electricas,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EM1\Líneas Electricas,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
341,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1\Postes,Postes,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1\Postes,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
342,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1\Líneas Electricas,Líneas Electricas,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1\Líneas Electricas,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
343,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1\Base Estructura,Base Estructura,Layout - RCA\Nuevo Sistema de Transporte de Concentrado (STC)\Lineas Eléctricas\Línea Electrica EV1\Base Estructura,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
