order,map_name,depth,group_path,layer_path,layer_name,long_name,is_group_layer,is_broken,visible,data_source,connection_info
43,MLP SIG PAO LAYOUT OFFLINE v4,4,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis\Intervencion Área de BNP | Porlieria,Intervencion Área de BNP | Porlieria,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis\Intervencion Área de BNP | Porlieria,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_150_PO_Intervencion_BNP_Porlieria,"{'dataset': 'CL_MLP_PAO_PASM_150_PO_Intervencion_BNP_Porlieria', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
44,MLP SIG PAO LAYOUT OFFLINE v4,4,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis\Intervencion Área de BNP | Porlieria | Sin censar,Intervencion Área de BNP | Porlieria | Sin censar,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis\Intervencion Área de BNP | Porlieria | Sin censar,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_150_PO_Intervencion_BNP_Porlieria_SinCenso,"{'dataset': 'CL_MLP_PAO_PASM_150_PO_Intervencion_BNP_Porlieria_SinCenso', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
45,MLP SIG PAO LAYOUT OFFLINE v4,4,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis\Alteración Área de BNP | Porlieria,Alteración Área de BNP | Porlieria,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Porlieria chilensis\Alteración Área de BNP | Porlieria,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_150_PO_Alteracion_BNP_Porlieria,"{'dataset': 'CL_MLP_PAO_PASM_150_PO_Alteracion_BNP_Porlieria', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
47,MLP SIG PAO LAYOUT OFFLINE v4,4,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis\Alteracion Individuos BNP | Carica,Alteracion Individuos BNP | Carica,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis\Alteracion Individuos BNP | Carica,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_150_PU_Alteracion_Individuos_Carica,"{'dataset': 'CL_MLP_PAO_PASM_150_PU_Alteracion_Individuos_Carica', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
48,MLP SIG PAO LAYOUT OFFLINE v4,4,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis\Intervencion Individuos BNP | Carica,Intervencion Individuos BNP | Carica,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis\Intervencion Individuos BNP | Carica,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_150_PU_Intervencion_Individuos_Carica,"{'dataset': 'CL_MLP_PAO_PASM_150_PU_Intervencion_Individuos_Carica', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
49,MLP SIG PAO LAYOUT OFFLINE v4,4,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis\Intervencion Área de BNP | Carica,Intervencion Área de BNP | Carica,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis\Intervencion Área de BNP | Carica,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_150_PO_Intervencion_BNP_Carica,"{'dataset': 'CL_MLP_PAO_PASM_150_PO_Intervencion_BNP_Carica', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
50,MLP SIG PAO LAYOUT OFFLINE v4,4,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis\Alteración Área de BNP | Carica,Alteración Área de BNP | Carica,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Afectación BNP: Carica chilensis\Alteración Área de BNP | Carica,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_150_PO_Alteracion_BNP_Carica,"{'dataset': 'CL_MLP_PAO_PASM_150_PO_Alteracion_BNP_Carica', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
51,MLP SIG PAO LAYOUT OFFLINE v4,3,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Medida: Establecimiento de BNP,Medida: Establecimiento de BNP,Permisos\PERMISOS FFAP\PASM 150: Intervención de Bosque Nativo de Preservación\Medida: Establecimiento de BNP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_150_PO_MEDIDAS_BNP,"{'dataset': 'CL_MLP_PAO_PASM_150_PO_MEDIDAS_BNP', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
53,MLP SIG PAO LAYOUT OFFLINE v4,3,Permisos\PERMISOS FFAP\PASM 151: Intervención Formación Xerofíticas,Permisos\PERMISOS FFAP\PASM 151: Intervención Formación Xerofíticas\Punto Referencia Predios,Punto Referencia Predios,Permisos\PERMISOS FFAP\PASM 151: Intervención Formación Xerofíticas\Punto Referencia Predios,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_151_PU_Ref_Predios,"{'dataset': 'CL_MLP_PAO_PASM_151_PU_Ref_Predios', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
54,MLP SIG PAO LAYOUT OFFLINE v4,3,Permisos\PERMISOS FFAP\PASM 151: Intervención Formación Xerofíticas,Permisos\PERMISOS FFAP\PASM 151: Intervención Formación Xerofíticas\Áreas de Corta,Áreas de Corta,Permisos\PERMISOS FFAP\PASM 151: Intervención Formación Xerofíticas\Áreas de Corta,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_11_PERMISOS_AMBIENTALES\CL_MLP_PAO_PASM_151_PO_Areas_Corta,"{'dataset': 'CL_MLP_PAO_PASM_151_PO_Areas_Corta', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
56,MLP SIG PAO LAYOUT OFFLINE v4,1,Habilitacion de Tronaduras,Habilitacion de Tronaduras\Planes de Corta Aprobada 2026-2038,Planes de Corta Aprobada 2026-2038,Habilitacion de Tronaduras\Planes de Corta Aprobada 2026-2038,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_06_COMPLEMENTOS\CL_MLP_PAO_Corta_Aprobada_2026_2038_PO,"{'dataset': 'CL_MLP_PAO_Corta_Aprobada_2026_2038_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
57,MLP SIG PAO LAYOUT OFFLINE v4,1,Habilitacion de Tronaduras,Habilitacion de Tronaduras\Formación Vegetacional área Inundación,Formación Vegetacional área Inundación,Habilitacion de Tronaduras\Formación Vegetacional área Inundación,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_06_COMPLEMENTOS\CL_MLP_PAO_Form_Veg_Inundacion_TRM_PO,"{'dataset': 'CL_MLP_PAO_Form_Veg_Inundacion_TRM_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
59,MLP SIG PAO LAYOUT OFFLINE v4,1,Estatus de Gestión de Medidas,Estatus de Gestión de Medidas\MM2 Perturbación Controlada de Fauna Reptiles y Micromamíferos,MM2 Perturbación Controlada de Fauna Reptiles y Micromamíferos,Estatus de Gestión de Medidas\MM2 Perturbación Controlada de Fauna Reptiles y Micromamíferos,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_12_MEDIDAS_MM_MC_MR\CL_MLP_PAO_MM2_MLP594_Perturbacion_controlada_Fauna_RevB01_GESTION,"{'dataset': 'CL_MLP_PAO_MM2_MLP594_Perturbacion_controlada_Fauna_RevB01_GESTION', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
60,MLP SIG PAO LAYOUT OFFLINE v4,1,Estatus de Gestión de Medidas,Estatus de Gestión de Medidas\MM3 Perturbación Controlada Cururos,MM3 Perturbación Controlada Cururos,Estatus de Gestión de Medidas\MM3 Perturbación Controlada Cururos,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_12_MEDIDAS_MM_MC_MR\CL_MLP_PAO_MM3_Perturbacion_controlada_Fauna_RevB01_GESTION,"{'dataset': 'CL_MLP_PAO_MM3_Perturbacion_controlada_Fauna_RevB01_GESTION', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
61,MLP SIG PAO LAYOUT OFFLINE v4,1,Estatus de Gestión de Medidas,Estatus de Gestión de Medidas\MM4 Area Rescate Anfibios,MM4 Area Rescate Anfibios,Estatus de Gestión de Medidas\MM4 Area Rescate Anfibios,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_12_MEDIDAS_MM_MC_MR\CL_MLP_PAO_MM4_AR_Area_Rescate_Anfibios_Adenda2_GESTION,"{'dataset': 'CL_MLP_PAO_MM4_AR_Area_Rescate_Anfibios_Adenda2_GESTION', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
63,MLP SIG PAO LAYOUT OFFLINE v4,1,Puntos Kilometricos,Puntos Kilometricos\PK-SRA II,PK-SRA II,Puntos Kilometricos\PK-SRA II,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
64,MLP SIG PAO LAYOUT OFFLINE v4,1,Puntos Kilometricos,Puntos Kilometricos\PK-NTSC,PK-NTSC,Puntos Kilometricos\PK-NTSC,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
67,MLP SIG PAO LAYOUT OFFLINE v4,2,Ajustes - RCA PAO\Obras Permanentes,Ajustes - RCA PAO\Obras Permanentes\1. Caminos PI,1. Caminos PI,Ajustes - RCA PAO\Obras Permanentes\1. Caminos PI,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
69,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\2. Depositos Excedentes,Ajustes - RCA PAO\Obras Permanentes\2. Depositos Excedentes\Detalles Depósitos de Excedentes,Detalles Depósitos de Excedentes,Ajustes - RCA PAO\Obras Permanentes\2. Depositos Excedentes\Detalles Depósitos de Excedentes,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
70,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\2. Depositos Excedentes,Ajustes - RCA PAO\Obras Permanentes\2. Depositos Excedentes\Áreas Depósitos de Excedentes,Áreas Depósitos de Excedentes,Ajustes - RCA PAO\Obras Permanentes\2. Depositos Excedentes\Áreas Depósitos de Excedentes,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
72,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Estructuras proyectadas completa LTE 33 kV,Estructuras proyectadas completa LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Estructuras proyectadas completa LTE 33 kV,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PU,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
73,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Detalles Estructuras LTE 33 kV V2,Detalles Estructuras LTE 33 kV V2,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Detalles Estructuras LTE 33 kV V2,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
74,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Accesos Estructuras LTE 33 kV,Accesos Estructuras LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Accesos Estructuras LTE 33 kV,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
75,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Estructuras LTE 33 kV V2,Estructuras LTE 33 kV V2,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Estructuras LTE 33 kV V2,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
76,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Accesos Estructuras LTE 33 kV_OLD,Accesos Estructuras LTE 33 kV_OLD,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Accesos Estructuras LTE 33 kV_OLD,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PU,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
77,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Senderos LTE 33 kV,Senderos LTE 33 kV,Ajustes - RCA PAO\Obras Permanentes\3. LTE 33 kV\Senderos LTE 33 kV,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
81,MLP SIG PAO LAYOUT OFFLINE v4,5,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Cambios de Trazado,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Cambios de Trazado\Adecuacion NSTC - SRA-II,Adecuacion NSTC - SRA-II,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Cambios de Trazado\Adecuacion NSTC - SRA-II,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
83,MLP SIG PAO LAYOUT OFFLINE v4,5,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Cabecera de Bombeo EC,Estación de Cabecera de Bombeo EC,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Cabecera de Bombeo EC,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
85,MLP SIG PAO LAYOUT OFFLINE v4,6,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED1,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED1\Detalle ED1,Detalle ED1,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED1\Detalle ED1,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
86,MLP SIG PAO LAYOUT OFFLINE v4,6,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED1,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED1\Obras Nuevas ED1,Obras Nuevas ED1,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED1\Obras Nuevas ED1,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
88,MLP SIG PAO LAYOUT OFFLINE v4,6,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED2,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED2\Detalle ED2,Detalle ED2,Ajustes - RCA PAO\Obras Permanentes\4. NSTC\Ingeniería\Ajustes de Estaciones\Estación de Drenaje ED2\Detalle ED2,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
